grant_key	principal	principal_kind	record_kind	object_kind	object_schema	object_identity	privilege_or_attribute	expected_effective	actual_effective	actual_direct	grantor	is_grantable	effective_via	default_acl_owner	default_acl_schema	test_id	replay_match	status
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.set_visual_policy_input_to_draft(uuid,core.sha256_hex,core.sha256_hex,core.sha256_hex,core.sha256_hex,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.set_visual_policy_input_to_draft(uuid,core.sha256_hex,core.sha256_hex,core.sha256_hex,core.sha256_hex,core.sha256_hex)	EXECUTE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.snapshot_legacy_visual_baseline_to_draft(uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.snapshot_legacy_visual_baseline_to_draft(uuid,core.sha256_hex)	EXECUTE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.trace_edge_generation_key(uuid,uuid,uuid,uuid,uuid,text)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.trace_edge_generation_key(uuid,uuid,uuid,uuid,uuid,text)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.validate_research_projection(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.validate_research_projection(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.validate_research_projection_v1(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.validate_research_projection_v1(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.validate_research_release(uuid,uuid,core.release_token,core.sha256_hex,uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.validate_research_release(uuid,uuid,core.release_token,core.sha256_hex,uuid,core.sha256_hex)	EXECUTE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.validate_visual_projection(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.validate_visual_projection(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.validate_visual_projection_v1(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.validate_visual_projection_v1(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.validate_visual_registry(uuid,uuid,core.release_token,core.sha256_hex,uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.validate_visual_registry(uuid,uuid,core.release_token,core.sha256_hex,uuid,core.sha256_hex)	EXECUTE	true	true	true	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.verify_sealed_research_integrity(uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.verify_sealed_research_integrity(uuid,core.sha256_hex)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|release|release.verify_sealed_visual_integrity(uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	release	release.verify_sealed_visual_integrity(uuid,core.sha256_hex)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.attach_relation_decision_evidence(uuid,uuid,provenance.evidence_role)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.attach_relation_decision_evidence(uuid,uuid,provenance.evidence_role)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_claim_acceptance()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_claim_acceptance()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_epistemic_registry_fanout()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_epistemic_registry_fanout()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_one_current_claim_decision()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_one_current_claim_decision()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_one_current_relation_decision()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_one_current_relation_decision()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_relation_endpoint_shape()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_relation_endpoint_shape()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_relations_for_claim_revision()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_relations_for_claim_revision()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_relations_for_endpoint()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_relations_for_endpoint()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_relations_for_type()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_relations_for_type()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_research_supersession_parent()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_research_supersession_parent()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.enforce_semantic_relation_acceptance()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.enforce_semantic_relation_acceptance()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.record_claim_review_decision(uuid,uuid,workflow.review_outcome,boolean,text,uuid,uuid[],provenance.evidence_role[])|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.record_claim_review_decision(uuid,uuid,workflow.review_outcome,boolean,text,uuid,uuid[],provenance.evidence_role[])	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.record_claim_review_decision_v1(uuid,uuid,workflow.review_outcome,boolean,text,uuid,uuid[],provenance.evidence_role[])|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.record_claim_review_decision_v1(uuid,uuid,workflow.review_outcome,boolean,text,uuid,uuid[],provenance.evidence_role[])	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.record_relation_review_decision(uuid,uuid,workflow.review_outcome,text,uuid,uuid[],provenance.evidence_role[],uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.record_relation_review_decision(uuid,uuid,workflow.review_outcome,text,uuid,uuid[],provenance.evidence_role[],uuid,core.sha256_hex)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.record_relation_review_decision_v1(uuid,uuid,workflow.review_outcome,text,uuid,uuid[],provenance.evidence_role[],uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.record_relation_review_decision_v1(uuid,uuid,workflow.review_outcome,text,uuid,uuid[],provenance.evidence_role[],uuid,core.sha256_hex)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|research|research.validate_one_semantic_relation(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	research	research.validate_one_semantic_relation(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.assessment_subject_key(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.assessment_subject_key(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_attribution_bundle_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_attribution_bundle_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_delivery_policy_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_delivery_policy_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_delivery_rights_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_delivery_rights_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_delivery_snapshot_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_delivery_snapshot_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_health_observation_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_health_observation_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_provider_policy_evaluation_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_provider_policy_evaluation_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_rights_assessment_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_rights_assessment_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_rights_observation_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_rights_observation_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.compute_takedown_override_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.compute_takedown_override_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.delivery_mode_for_rule(rights.delivery_rule_id)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.delivery_mode_for_rule(rights.delivery_rule_id)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.delivery_rank(rights.delivery_mode)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.delivery_rank(rights.delivery_mode)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_delivery_assessment()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_delivery_assessment()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_delivery_rule_pair()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_delivery_rule_pair()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_object_visual_reference_decision()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_object_visual_reference_decision()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_object_visual_reference_decision_parent()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_object_visual_reference_decision_parent()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_one_current_history_leaf()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_one_current_history_leaf()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_provider_policy_evaluation()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_provider_policy_evaluation()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_rights_assessment()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_rights_assessment()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_rights_observation_shape()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_rights_observation_shape()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_rights_supersession_parent()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_rights_supersession_parent()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_takedown_event_scope()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_takedown_event_scope()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_takedown_override()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_takedown_override()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.enforce_takedown_scope_shape()|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.enforce_takedown_scope_shape()	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.insert_takedown_scope(uuid,uuid,integer,rights.takedown_scope_kind,uuid,uuid,integer,rights.delivery_mode,uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.insert_takedown_scope(uuid,uuid,integer,rights.takedown_scope_kind,uuid,uuid,integer,rights.delivery_mode,uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.machine_reason_for_rule(rights.delivery_rule_id)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.machine_reason_for_rule(rights.delivery_rule_id)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.object_visual_reference_decision_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.object_visual_reference_decision_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.object_visual_reference_evidence_sha(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.object_visual_reference_evidence_sha(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.object_visual_reference_snapshot_sha(uuid,uuid,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.object_visual_reference_snapshot_sha(uuid,uuid,core.sha256_hex)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.observation_subject_key(uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.observation_subject_key(uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.policy_rank(rights.policy_state)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.policy_rank(rights.policy_state)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_attribution_bundle(uuid,uuid,rights.attribution_state,uuid,timestamp with time zone,uuid,text[],integer[],text[],text[])|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_attribution_bundle(uuid,uuid,rights.attribution_state,uuid,timestamp with time zone,uuid,text[],integer[],text[],text[])	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_delivery_assessment(uuid,uuid,uuid[],provenance.evidence_role[],uuid[],uuid,rights.delivery_mode,rights.delivery_rule_id,timestamp with time zone,uuid,uuid[],uuid[],rights.locator_role[])|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_delivery_assessment(uuid,uuid,uuid[],provenance.evidence_role[],uuid[],uuid,rights.delivery_mode,rights.delivery_rule_id,timestamp with time zone,uuid,uuid[],uuid[],rights.locator_role[])	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_endpoint_health_observation(uuid,uuid,rights.health_state,core.release_token,timestamp with time zone,timestamp with time zone,core.sha256_hex)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_endpoint_health_observation(uuid,uuid,rights.health_state,core.release_token,timestamp with time zone,timestamp with time zone,core.sha256_hex)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_object_visual_reference_review_decision(uuid,uuid,workflow.review_outcome,uuid,text,uuid,timestamp with time zone)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_object_visual_reference_review_decision(uuid,uuid,workflow.review_outcome,uuid,text,uuid,timestamp with time zone)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_provider_policy_evaluation(uuid,uuid,rights.policy_state,uuid[],timestamp with time zone,uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_provider_policy_evaluation(uuid,uuid,rights.policy_state,uuid[],timestamp with time zone,uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_rights_assessment(uuid,rights.rights_subject_kind,uuid,rights.rights_evidence_state,text,timestamp with time zone,uuid,uuid[],provenance.evidence_role[])|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_rights_assessment(uuid,rights.rights_subject_kind,uuid,rights.rights_evidence_state,text,timestamp with time zone,uuid,uuid[],provenance.evidence_role[])	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_rights_observation(uuid,rights.rights_subject_kind,uuid,rights.rights_evidence_state,uuid,text,timestamp with time zone,uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_rights_observation(uuid,rights.rights_subject_kind,uuid,rights.rights_evidence_state,uuid,text,timestamp with time zone,uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_takedown_event(uuid,rights.takedown_action,timestamp with time zone,timestamp with time zone,text,uuid,uuid[],rights.takedown_scope_kind[],uuid[],uuid[],rights.delivery_mode[],uuid[])|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_takedown_event(uuid,rights.takedown_action,timestamp with time zone,timestamp with time zone,text,uuid,uuid[],rights.takedown_scope_kind[],uuid[],uuid[],rights.delivery_mode[],uuid[])	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_publisher|ROUTINE_PRIVILEGE|rights|rights.record_takedown_override_correction(uuid,uuid,rights.delivery_mode,uuid)|EXECUTE	gda_v49_phase2a_publisher	ROLE	ROUTINE_PRIVILEGE	ROUTINE	rights	rights.record_takedown_override_correction(uuid,uuid,rights.delivery_mode,uuid)	EXECUTE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
