cluster_key,priority_rank,packet_layer,recommended_first_action,blocking_issue,safe_for_sandbox_packet_trial,packet_scale,packet_readiness,packet_confidence,packet_relation_lane,region,theme,source_family,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,anchor_candidate_count,sub_candidate_count,card_candidate_count,appendix_candidate_count,text_deficit_count,minimum_text_pages,editorial_page_requirement,cover_main_requirement,normal_main_policy,folder_directory_mode,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,low,macro_cluster_needs_split,Global / transnational,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,global_host_requires_scope_review,673,673,42,355,250,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Argentina|Modern typography and layout|Wikimedia Commons|1905-1909,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Argentina,Modern typography and layout,Wikimedia Commons,1905-1909,1906-1908,region_specific_or_not_global,3,2,1,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|2010-2014,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Armenia,Modern typography and layout,Wikimedia Commons,2010-2014,2010-2012,region_specific_or_not_global,2,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Armenia|Modern typography and layout|Wikimedia Commons|2020-2024,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Armenia,Modern typography and layout,Wikimedia Commons,2020-2024,2022-2022,region_specific_or_not_global,4,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1830-1834,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Australia / Indigenous,Modern typography and layout,Wikimedia Commons,1830-1834,1830-1832,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1900-1904,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Australia / Indigenous,Modern typography and layout,Wikimedia Commons,1900-1904,1900-1901,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1905-1909,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Australia / Indigenous,Modern typography and layout,Wikimedia Commons,1905-1909,1907-1909,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1945-1949,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Australia / Indigenous,Modern typography and layout,Wikimedia Commons,1945-1949,1947-1949,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2005-2009,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Australia / Indigenous,Postwar exhibition and cultural posters,NAIDOC Poster Gallery,2005-2009,2005-2009,region_specific_or_not_global,3,2,1,1,0,0,0,2,recommended_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Azerbaijan|World War and public-information graphics|Wikimedia Commons|1915-1919,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Azerbaijan,World War and public-information graphics,Wikimedia Commons,1915-1919,1915-1918,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Bahrain|Modern typography and layout|Wikimedia Commons|2010-2014,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Bahrain,Modern typography and layout,Wikimedia Commons,2010-2014,2011-2011,region_specific_or_not_global,4,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Bangladesh|Modern typography and layout|Wikimedia Commons|1945-1949,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Bangladesh,Modern typography and layout,Wikimedia Commons,1945-1949,1945-1947,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Bosnia and Herzegovina|Modern typography and layout|Wikimedia Commons|2005-2009,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,2005-2009,2008-2009,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Brazil|Corporate identity and design systems|Wikimedia Commons|2020-2024,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Brazil,Corporate identity and design systems,Wikimedia Commons,2020-2024,2020-2023,region_specific_or_not_global,5,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Brazil|Modern typography and layout|Wikimedia Commons|1880-1884,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Brazil,Modern typography and layout,Wikimedia Commons,1880-1884,1880-1882,region_specific_or_not_global,3,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Brazil|Travel and transport poster culture|Wikimedia Commons|1830-1834,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Brazil,Travel and transport poster culture,Wikimedia Commons,1830-1834,1830-1830,region_specific_or_not_global,2,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Cameroon|Modern typography and layout|Wikimedia Commons|1965-1969,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Cameroon,Modern typography and layout,Wikimedia Commons,1965-1969,1965-1969,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
China / Hong Kong|Modern typography and layout|Wikimedia Commons|1925-1929,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,China / Hong Kong,Modern typography and layout,Wikimedia Commons,1925-1929,1925-1925,region_specific_or_not_global,5,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Croatia|World War and public-information graphics|Wikimedia Commons|1915-1919,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Croatia,World War and public-information graphics,Wikimedia Commons,1915-1919,1918-1918,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Egypt|Modern typography and layout|Wikimedia Commons|1960-1964,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Egypt,Modern typography and layout,Wikimedia Commons,1960-1964,1962-1963,region_specific_or_not_global,5,2,1,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Egypt|World War and public-information graphics|Wikimedia Commons|2010-2014,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Egypt,World War and public-information graphics,Wikimedia Commons,2010-2014,2012-2014,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Ethiopia|Modern typography and layout|Wikimedia Commons|1975-1979,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Ethiopia,Modern typography and layout,Wikimedia Commons,1975-1979,1977-1977,region_specific_or_not_global,3,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Midcentury modern graphic communication|Wikimedia Commons|1930-1934,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,France,Midcentury modern graphic communication,Wikimedia Commons,1930-1934,1930-1931,region_specific_or_not_global,3,2,1,1,0,0,0,2,recommended_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Modern typography and layout|Wikimedia Commons|1855-1859,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Georgia,Modern typography and layout,Wikimedia Commons,1855-1859,1857-1859,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Modern typography and layout|Wikimedia Commons|1915-1919,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Georgia,Modern typography and layout,Wikimedia Commons,1915-1919,1917-1919,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Germany|Modern typography and layout|Wikimedia Commons|1900-1904,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Germany,Modern typography and layout,Wikimedia Commons,1900-1904,1901-1904,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
India|Modern typography and layout|Wikimedia Commons|1965-1969,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,India,Modern typography and layout,Wikimedia Commons,1965-1969,1969-1969,region_specific_or_not_global,5,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
India|Modern typography and layout|Wikimedia Commons|2000-2004,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,India,Modern typography and layout,Wikimedia Commons,2000-2004,2000-2000,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
India|World War and public-information graphics|Wikimedia Commons|1865-1869,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,India,World War and public-information graphics,Wikimedia Commons,1865-1869,1865-1865,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
India|World War and public-information graphics|Wikimedia Commons|1905-1909,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,India,World War and public-information graphics,Wikimedia Commons,1905-1909,1905-1909,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Indonesia|Modern typography and layout|Wikimedia Commons|1920-1924,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Indonesia,Modern typography and layout,Wikimedia Commons,1920-1924,1921-1922,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Indonesia|Travel and transport poster culture|Wikimedia Commons|2005-2009,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Indonesia,Travel and transport poster culture,Wikimedia Commons,2005-2009,2005-2007,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Iran|Modern typography and layout|Wikimedia Commons|2020-2024,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Iran,Modern typography and layout,Wikimedia Commons,2020-2024,2020-2022,region_specific_or_not_global,4,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Iran|World War and public-information graphics|Wikimedia Commons|1980-1984,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Iran,World War and public-information graphics,Wikimedia Commons,1980-1984,1980-1980,region_specific_or_not_global,5,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Korean Peninsula|Modern typography and layout|Wikimedia Commons|1955-1959,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Korean Peninsula,Modern typography and layout,Wikimedia Commons,1955-1959,1957-1958,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Korean Peninsula|Modern typography and layout|Wikimedia Commons|1960-1964,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Korean Peninsula,Modern typography and layout,Wikimedia Commons,1960-1964,1962-1963,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Korean Peninsula|World War and public-information graphics|Wikimedia Commons|1950-1954,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Korean Peninsula,World War and public-information graphics,Wikimedia Commons,1950-1954,1950-1951,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|Corporate identity and design systems|Wikimedia Commons|1985-1989,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Latin America,Corporate identity and design systems,Wikimedia Commons,1985-1989,1986-1986,region_specific_or_not_global,2,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Latin America|Modern typography and layout|Wikimedia Commons|1845-1849,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,medium,method_review_only,low,mixed_manual_relation_review,Latin America,Modern typography and layout,Wikimedia Commons,1845-1849,1849-1849,region_specific_or_not_global,6,2,1,1,0,0,0,5,mandatory_editorial_page,cover_main_required,single_normal_main_expected,packet_tree_directory,scale=medium; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Latin America|New Deal and civic poster programs|Wikimedia Commons|1935-1939,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Latin America,New Deal and civic poster programs,Wikimedia Commons,1935-1939,1936-1936,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Latin America|Travel and transport poster culture|Wikimedia Commons|1865-1869,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Latin America,Travel and transport poster culture,Wikimedia Commons,1865-1869,1865-1865,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Lebanon|Modern typography and layout|Wikimedia Commons|1930-1934,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Lebanon,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1931,region_specific_or_not_global,4,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2025-2029,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Malaysia,Midcentury modern graphic communication,Malaysia Design Archive,2025-2029,2025-2025,region_specific_or_not_global,3,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|Modern typography and layout|Wikimedia Commons|1945-1949,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Mexico,Modern typography and layout,Wikimedia Commons,1945-1949,1947-1948,region_specific_or_not_global,4,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|Modern typography and layout|Wikimedia Commons|2005-2009,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,mixed_manual_relation_review,Mexico,Modern typography and layout,Wikimedia Commons,2005-2009,2006-2008,region_specific_or_not_global,3,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|Modern typography and layout|Wikimedia Commons|2020-2024,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Mexico,Modern typography and layout,Wikimedia Commons,2020-2024,2021-2021,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Namibia|Modern typography and layout|Wikimedia Commons|1930-1934,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Namibia,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1930,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Netherlands|World War and public-information graphics|Wikimedia Commons|1940-1944,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Netherlands,World War and public-information graphics,Wikimedia Commons,1940-1944,1940-1942,region_specific_or_not_global,2,2,1,1,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Peru|Modern typography and layout|Wikimedia Commons|1840-1844,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Peru,Modern typography and layout,Wikimedia Commons,1840-1844,1843-1844,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Peru|Modern typography and layout|Wikimedia Commons|1890-1894,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Peru,Modern typography and layout,Wikimedia Commons,1890-1894,1891-1894,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Peru|Modern typography and layout|Wikimedia Commons|2005-2009,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Peru,Modern typography and layout,Wikimedia Commons,2005-2009,2009-2009,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Philippines|Modern typography and layout|Wikimedia Commons|1930-1934,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Philippines,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1932,region_specific_or_not_global,2,2,1,0,1,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Senegal|Modern typography and layout|Wikimedia Commons|2005-2009,40,phase_1_relation_evidence_review,strengthen_parent_member_relation_evidence,parentage_or_relation_confidence_not_ready,false,small,method_review_only,low,small_anchor_or_manual,Senegal,Modern typography and layout,Wikimedia Commons,2005-2009,2007-2007,region_specific_or_not_global,2,2,1,0,0,0,0,2,optional_editorial_page,cover_main_recommended,single_normal_main_expected,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
